,team_id,win,losses,name,tag,last_match_time,rating,TS_rating,capitan,player_1,player_2,player_3,player_4,player_5
446754,446754,0,1,WORLD ELITE GAMING,WEG,1363280811,988.9139244829187,"trueskill.Rating(mu=965.362, sigma=76.587)",0,77415789,62630053,85704514,100050574,120408729
323730,323730,0,1,That's Not Dota,TND,1363410519,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",0,30812080,38271450,47837904,54986290,97503206
9740,9740,3,3,Ti9 Champion,Ti9 Cham,1397653604,996.9011299631757,"trueskill.Rating(mu=1002.461, sigma=45.866)",0,169016527,86750861,120062039,103940975,112940846
415379,415379,1,1,TLeR ReborN |,TLeR.RBN,1408102150,1000.7363067935221,"trueskill.Rating(mu=1001.078, sigma=69.518)",124642918,124642918,93304209,98081526,101609459,91265304
416969,416969,6,6,The Chains Stack,C-Stack,1365166421,1026.0906636273621,"trueskill.Rating(mu=1080.497, sigma=3.923)",0,86802544,86772728,61061435,73060436,89654154
454765,454765,0,1,JOCKZ,JOCKZ,1363418193,982.5304984710243,"trueskill.Rating(mu=884.030, sigma=68.373)",0,86745388,87005282,28502844,102687721,97245542
410024,410024,2,8,DRMZLEDIONSTEELSERIES,DRMZLDSS,1369139945,926.438384468132,"trueskill.Rating(mu=1057.540, sigma=9.255)",0,96309508,93388631,93368737,91671525,91114169
356928,356928,4,3,Neolution E-Sports TH,NeoES,1364214881,1024.6091809984187,"trueskill.Rating(mu=1077.930, sigma=7.318)",0,86727049,98227534,106443009,100829013,102633185
392924,392924,0,1,SowoneuL Malhaebwa`,SM`,1363425401,987.6215331069037,"trueskill.Rating(mu=966.854, sigma=77.557)",0,101648390,73983655,86803367,83537608,86813501
355189,355189,1,2,Neolution E-Sport Indonesia,Neo.INA,1363516765,985.328772016048,"trueskill.Rating(mu=992.643, sigma=46.160)",0,93723529,98396629,94863075,94745834,86794404
92041,92041,0,1,ELT.,ELT.,1363429343,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",0,111999957,103761302,89176832,110553550,101653676
63279,63279,0,1,Breakfall,BF,1363436549,982.1777259869044,"trueskill.Rating(mu=912.315, sigma=71.572)",0,90621432,123936080,47647497,93295215,91637266
453094,453094,1,2,ULTIMATE.ID,ULTIMATE,1370672538,984.2591059003728,"trueskill.Rating(mu=1056.934, sigma=37.958)",0,91285342,93304209,108628435,91266320,91265304
340906,340906,1,3,RILIMIN,RILIMIN,1363956878,971.2353183374828,"trueskill.Rating(mu=1018.518, sigma=35.874)",0,90092449,99555174,38271450,89841468,87061645
420680,420680,0,1,ratbugang,BURATMAN,1363508772,985.49369239186,"trueskill.Rating(mu=969.748, sigma=80.523)",0,95566398,102096245,96307331,101787866,103412641
455752,455752,0,1,NongToy,Toy,1363515352,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",0,101460882,91753698,102998022,73188586,101325470
455380,455380,1,0,dvadvadva,DVA,1363515352,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",0,86727049,98227534,106443009,100829013,102633185
309574,309574,21,42,QPAD Red Pandas,QPAnDa,1399667901,929.9014039265364,"trueskill.Rating(mu=1078.702, sigma=1.210)",0,87197791,130333828,86828792,106980409,2113039
429126,429126,2,5,Fnatic North America,FnaticNA,1365636012,971.3256363829147,"trueskill.Rating(mu=966.359, sigma=39.362)",0,89406397,86726887,104275965,86741419,83724325
464853,464853,0,2,CyberPink,CP,1363768760,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",0,104044568,103134491,103639844,103764401,86756777
454885,454885,2,2,Invasion[MuFc].Armaggeddon,MuFc,1364113050,1000.3600439895044,"trueskill.Rating(mu=1045.988, sigma=57.410)",0,86762037,92535195,80576254,91143798,96708830
56962,56962,4,0,RaTtLeSnAkE,RS,1364113050,1064.8174005686813,"trueskill.Rating(mu=1166.650, sigma=41.216)",0,89423756,99460568,88521435,89296893,89246836
244853,244853,48,56,**singStars.Gaming,RStars.,1385285482,1077.5267202367006,"trueskill.Rating(mu=1082.554, sigma=1.013)",0,89230834,108376607,113070925,89399750,91369376
455516,455516,2,9,AmgD.First Departure,AmgD.FD,1369147698,925.5948942468634,"trueskill.Rating(mu=1073.035, sigma=5.175)",0,91369376,75390186,76904792,86741690,92164306
4681,4681,0,3,Infinity Gaming,Inf^,1364242502,961.77039206006,"trueskill.Rating(mu=916.230, sigma=55.974)",0,86771474,108199963,34024664,86891069,123382
308369,308369,8,17,neggesgsdf,rat,1373745527,982.9841028374208,"trueskill.Rating(mu=1080.194, sigma=1.865)",0,4330802,13531542,24009418,3292479,36955275
155526,155526,0,3,Eosin + 4,E + 4,1364330008,966.2955795360516,"trueskill.Rating(mu=950.238, sigma=62.587)",0,20796460,67893845,39173624,87591974,87090735
416900,416900,73,52,Orange.Neolution Esports,Orange,1378648464,1251.0755506530124,"trueskill.Rating(mu=1086.293, sigma=0.917)",0,93670407,89249333,93616251,88553213,91644707
496774,496774,55,95,RaTtLeSnAkE. CN GaMiNg,RSnakeCN,1385285482,943.1564808981368,"trueskill.Rating(mu=1080.702, sigma=0.926)",0,89246836,99460568,102020930,89296893,100881809
497529,497529,18,36,Invasion MUFC,iNv.MUFC,1376015560,918.7242400130324,"trueskill.Rating(mu=1079.804, sigma=1.419)",0,91143798,96708830,89268488,80576254,86762037
252256,252256,2,3,Aurochs.int,LFT,1369075550,987.8877349586024,"trueskill.Rating(mu=957.732, sigma=48.128)",0,93655625,91379843,91460772,90404972,86915429
414893,414893,3,2,shitbirds,sbs,1366845078,1015.851370193876,"trueskill.Rating(mu=1017.678, sigma=34.364)",0,5714839,87554828,12198603,31311002,66988931
250096,250096,2,0,The Old Guard,OLD,1371693000,1030.4417409079829,"trueskill.Rating(mu=1132.459, sigma=42.810)",0,86761836,118073569,94923783,86785102,86724433
473924,473924,4,5,Despicable Me 2,DM2,1373293102,984.9909923277858,"trueskill.Rating(mu=1077.314, sigma=7.576)",0,33748718,3645293,99333271,101311055,86819478
417628,417628,13,16,Joe Elite Team,J.E.T,1417242165,991.1722794583889,"trueskill.Rating(mu=1078.014, sigma=2.953)",124542988,124542988,93304209,86772934,133123543,90547237
303008,303008,5,2,The-Net.Com Gaming,TnC,1367937046,1048.251643365708,"trueskill.Rating(mu=1070.380, sigma=13.787)",0,100474862,91716290,112172688,100440341,92148571
496207,496207,0,2,Hello This is Dog ',HTID,1365121910,965.3554412637803,"trueskill.Rating(mu=916.397, sigma=62.753)",0,118844392,91905747,108153043,37718263,86738423
408335,408335,15,18,DustGaming,D.G,1423014966,978.706542723396,"trueskill.Rating(mu=1066.704, sigma=2.948)",34751681,34751681,173931084,176875883,14896209,86816627
257124,257124,1,0,madjicK Gaming,madjicK,1364950788,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",0,80425699,22792354,86989083,58716699,86716821
494197,494197,81,99,EXECRATION1,XctN,1445676342,1010.7713716944966,"trueskill.Rating(mu=1079.528, sigma=0.870)",91654584,91654584,180012313,92704330,102274152,112172688
292220,292220,0,1,LaG.T.T,LaG.TT,1365031413,981.7904562988657,"trueskill.Rating(mu=895.972, sigma=66.609)",0,100740343,91421377,91554848,100175472,86731175
446935,446935,2,7,NetolicSA,NTL.SA,1370570029,930.0503256320613,"trueskill.Rating(mu=963.419, sigma=20.989)",0,91019997,111668529,111709507,111706228,112956437
419398,419398,0,1,Last Resort^^,Last Re,1365035780,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",0,118031182,103065297,52667824,104505931,124319519
512489,512489,0,2,..Game..Of..Throws..,GoT,1392454140,968.7363067935221,"trueskill.Rating(mu=915.067, sigma=73.178)",0,86760269,114980990,116864301,104886573,111069223
515618,515618,1,0,Aprils fool's day,AFD,1365080459,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",0,89654154,101311055,90504093,99333271,92145869
485526,485526,20,23,Life.,Life,1481916456,1115.2694064416896,"trueskill.Rating(mu=1082.531, sigma=1.531)",97590558,97590558,42989814,43619695,26682464,23883296
145025,145025,0,1,_,SplasH,1365204132,982.6182782782173,"trueskill.Rating(mu=912.259, sigma=67.488)",0,111668529,111660475,111709507,111706228,111622315
486667,486667,10,12,Majestic esports,Majestic,1556371042,1091.7446331260383,"trueskill.Rating(mu=1087.190, sigma=2.127)",88153289,292921272,153836240,164685175,177953305,88153289
367492,367492,75,83,Revenge-,RvG,1421373863,1126.8754432695614,"trueskill.Rating(mu=1076.958, sigma=0.995)",194818271,194818271,119631156,87040694,125845797,130971738
422079,422079,2,5,Meenix eSports,Meenix,1370394311,977.7065084595586,"trueskill.Rating(mu=994.025, sigma=39.782)",0,44447459,52587402,86712881,28182837,63068422
289795,289795,3,5,"""Double Trouble""",DT,1372945205,978.385317479234,"trueskill.Rating(mu=1070.272, sigma=22.163)",0,92628631,100790358,100800605,93436337,89445714
64154,64154,3,3,Aggressive Teamwork Experience,ATE,1372691561,997.5983724158922,"trueskill.Rating(mu=1083.049, sigma=17.842)",0,103601141,101659011,44270719,113468735,89453814
197261,197261,0,1,BLADES OF CHAOS,Bo[C],1366726111,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",0,88943053,121933314,100482441,124553723,74258359
7711,7711,0,4,Clan Ob,Ob,1373816278,945.3095404074901,"trueskill.Rating(mu=919.284, sigma=61.711)",0,100560596,101579368,86721381,86891686,96740989
540500,540500,10,7,Tell Me Why,TMY,1377439375,1025.1153234838287,"trueskill.Rating(mu=1078.379, sigma=3.554)",0,100829013,106443009,98123015,98227534,86727049
307189,307189,0,3,Born For Killing^,BfK,1372770431,956.746604379884,"trueskill.Rating(mu=956.632, sigma=70.016)",0,91788896,107441109,107227595,107925680,100535399
376733,376733,0,1,GOSPODINU,GOSPODA,1366988887,987.3516625138208,"trueskill.Rating(mu=965.136, sigma=76.492)",0,87561905,98134803,104939377,90423751,86937884
578004,578004,0,1,MissClick>.<,mC,1366991114,981.5503770574408,"trueskill.Rating(mu=962.412, sigma=75.263)",0,86895585,100166910,37237439,92104713,86898075
240394,240394,8,19,zRAGE,zR,1371237424,921.1427458349002,"trueskill.Rating(mu=1076.184, sigma=2.128)",0,123278602,88386772,36547811,87169359,93736444
433549,433549,49,60,TheRerereTRY,TR,1398090034,1108.0864096692635,"trueskill.Rating(mu=1079.963, sigma=1.107)",0,87565571,86785083,52341014,59837697,88655279
460316,460316,26,24,UrsaStroitHramm,USH,1411056081,1105.7238060095822,"trueskill.Rating(mu=1080.159, sigma=1.629)",61206503,61206503,72735318,175212097,69689027,93473848
333441,333441,5,5,Gameware,GW,1416730661,998.7417362152572,"trueskill.Rating(mu=1003.900, sigma=19.986)",100674519,100674519,122027839,101154825,196200582,100376498
570152,570152,9,5,Insidious Gaming Int,iSg.Int,1374394278,1081.034993907077,"trueskill.Rating(mu=1083.672, sigma=4.099)",0,89654154,90504093,91443418,82229931,86802063
498033,498033,22,8,FXOpen E-Sports,FXO,1383045806,1138.5011243746271,"trueskill.Rating(mu=1082.830, sigma=4.871)",0,112377459,3940262,112127585,86770026,101695373
362872,362872,2,1,zExBinGo,zExBinGo,1367756627,1012.4019436232196,"trueskill.Rating(mu=977.800, sigma=51.713)",0,92588070,93289364,91920904,122594664,103528826
537862,537862,1,6,G-BANGERS,GB,1372857140,935.7176892154002,"trueskill.Rating(mu=1037.445, sigma=22.260)",0,101332807,84399197,71868283,100944998,94860836
550426,550426,2,2,Fairy Tail :,FT,1367681719,1000.1168837739527,"trueskill.Rating(mu=1003.467, sigma=33.339)",0,86767849,67098758,89841468,87012746,90092449
463048,463048,70,67,insidiousidol,ii,1422275745,996.6670233103135,"trueskill.Rating(mu=1080.415, sigma=0.909)",89654154,89654154,86802063,51541746,87442297,126424991
458469,458469,3,3,Sunny side up,Sun,1367926224,1001.501170412991,"trueskill.Rating(mu=1021.308, sigma=29.175)",0,87042123,107877097,10516239,5738889,70309438
596461,596461,4,3,INMEMORYoFAKMA,AKMA,1367844269,1012.5073836259912,"trueskill.Rating(mu=1086.198, sigma=25.456)",0,93119769,91285342,86770026,66598119,87012746
381171,381171,0,1,Vice City Gaming,VCG,1367647814,983.3722559832054,"trueskill.Rating(mu=961.983, sigma=77.394)",0,119158914,110851644,73557199,102204068,122862606
548661,548661,1,2,Etec`LeaP.Gaming,EtecLeaP,1367663791,987.345468841552,"trueskill.Rating(mu=1080.448, sigma=32.455)",0,97647207,96055737,100829379,109243531,101636254
553317,553317,1,0,bn-gaming,bn-gamin,1367669963,1014.5976263515939,"trueskill.Rating(mu=1037.092, sigma=82.836)",0,102020930,86772728,109325142,101672784,89583553
354256,354256,0,2,Mineski LasPinas Speratus,Speratus,1367768467,966.6308792503047,"trueskill.Rating(mu=862.202, sigma=58.174)",0,114906631,116864301,107644087,117125963,111618046
543897,543897,698,588,Mineski,Mineski,1566461924,1319.3685257040213,"trueskill.Rating(mu=1087.739, sigma=0.815)",91443418,91443418,192914280,412753955,113457795,87012746
500386,500386,1,0,VICI Gaming2,VG,1368359451,1014.67409523646,"trueskill.Rating(mu=1127.918, sigma=49.394)",0,86774335,126064562,101712184,89166519,113175114
600645,600645,2,0,Clarity Gaming,Clarity,1368380708,1025.6869390841903,"trueskill.Rating(mu=1145.160, sigma=39.848)",0,113578498,326152,32269472,102949984,31456357
575860,575860,4,17,Raf Lobster,LOBSTER,1379276077,924.2984179761984,"trueskill.Rating(mu=1077.535, sigma=2.853)",0,105308199,90423751,98134803,61206503,94612878
482902,482902,1,2,QWERT1234567,QWERT,1369680339,990.4330763188988,"trueskill.Rating(mu=1014.842, sigma=37.870)",0,23796728,79303105,86732428,86742810,101904087
607108,607108,23,34,uebelst-_-gamynG,uebelst,1404326488,1019.0634180528633,"trueskill.Rating(mu=1076.063, sigma=1.613)",57858596,57858596,94998400,58934441,85197023,86820376
430906,430906,4,18,Keita-Gaming,Keita,1373562485,901.3417397370256,"trueskill.Rating(mu=1074.324, sigma=3.247)",0,70807240,86664345,86714699,5246156,31311002
626763,626763,13,3,AllianceGG,[A],1370974522,1179.5591738973612,"trueskill.Rating(mu=1088.139, sigma=3.124)",0,41231571,41288955,101495620,3916428,76482434
155765,155765,0,2,Swageinteiger BR,Keyd.,1381965817,983.6030376309683,"trueskill.Rating(mu=955.510, sigma=67.918)",0,41016928,84853828,86919603,102304762,100704400
549502,549502,17,19,Typical Mistakes,tM,1382148162,1025.6660874010752,"trueskill.Rating(mu=1077.616, sigma=2.857)",0,84105632,32922146,104275965,86743641,83625397
442890,442890,0,1,Cogito Ergo Sum.,CES.,1369524067,991.2140471851376,"trueskill.Rating(mu=965.514, sigma=76.657)",0,91927866,51916217,42339642,30076440,86739641
582027,582027,0,1,Splash Gaming PE,SplasH,1369529756,990.686653264068,"trueskill.Rating(mu=965.178, sigma=76.503)",0,92987307,102369054,111709507,91019997,129352103
568592,568592,3,8,Try Hard Dota,THD,1370662327,962.0564362017012,"trueskill.Rating(mu=998.127, sigma=18.727)",0,114914256,114042259,93768369,70673409,86749530
576798,576798,0,2,Fusion eSports,Fusion,1370127181,975.3485025561688,"trueskill.Rating(mu=935.520, sigma=74.973)",0,69586592,30890458,129246848,84289519,100395609
9631,9631,0,1,NoN-Esports International,NoN,1369673845,981.9601539093788,"trueskill.Rating(mu=905.128, sigma=68.409)",0,47426355,57108734,21981824,37980025,52091540
545562,545562,10,11,iNfernity.rs,iN.RS,1373800024,1045.2320611179098,"trueskill.Rating(mu=1077.754, sigma=2.790)",0,90200219,90199779,104441855,113878815,90180366
576019,576019,31,26,.RUSSIAN DOTO BEST DOTO.,RUSSDOTO,1412957503,1026.074822368297,"trueskill.Rating(mu=1083.950, sigma=1.639)",99895247,99895247,68234177,92627656,86998156,112759687
632785,632785,0,1,VISIONGAMINGTEAM,VGT,1369674882,983.0536615615448,"trueskill.Rating(mu=913.402, sigma=71.739)",0,66646761,92019279,26864834,89797112,86912542
583942,583942,4,3,uniQ^,uniQ,1370771960,1009.9272221866574,"trueskill.Rating(mu=1048.045, sigma=30.234)",0,102038636,86791118,91439179,80874901,83535983
526752,526752,0,2,Team Toplel,toplel,1370284189,979.2897757090628,"trueskill.Rating(mu=935.563, sigma=75.004)",0,60772086,17120982,30254903,32710233,77198610
46803,46803,0,1,causeWEcan e.V.,cause,1369675069,983.3200031535707,"trueskill.Rating(mu=920.953, sigma=74.757)",0,25074807,37682676,20306246,29899427,55882268
615968,615968,1,7,Denial Esports,Denial,1370715054,948.0388615905777,"trueskill.Rating(mu=954.173, sigma=44.223)",0,86720055,20796460,129757879,115975133,39173624
659817,659817,5,12,Smeagol,smg,1372898105,950.894205875173,"trueskill.Rating(mu=1068.996, sigma=5.707)",0,16280166,84677534,100600249,86738423,99643683
197767,197767,2,23,+ Insight eSports,Insight,1400458697,842.3185710064322,"trueskill.Rating(mu=930.108, sigma=32.406)",0,87644755,49090233,97302323,113025200,86833225
647859,647859,4,11,paiN-Gaming.int,paiN.int,1372378697,953.4012050562584,"trueskill.Rating(mu=1077.778, sigma=4.141)",0,86722079,86750050,99156031,124105510,107656415
658745,658745,1,2,Lowyat.net Dota 2,Lowyat,1370272087,986.9841773592959,"trueskill.Rating(mu=1054.046, sigma=22.121)",0,86741304,92551671,93072082,92279671,98945394
292951,292951,5,6,Lowyat.net Esports,Lowyat,1388413419,993.3015386112984,"trueskill.Rating(mu=1077.263, sigma=4.358)",0,104130777,59273184,104109762,131380551,104963314
637725,637725,2,4,<>..,MDL,1426777292,993.2057707932048,"trueskill.Rating(mu=1086.903, sigma=8.747)",50203685,50203685,86717429,86828792,114817642,46881756
644313,644313,3,7,Netolic.Ru,Netolic.,1372784331,952.0100469454167,"trueskill.Rating(mu=1073.458, sigma=3.734)",0,61206503,52341014,75750590,90557147,88655279
676951,676951,0,2,AshiN,AshiN,1378379631,968.7363067935221,"trueskill.Rating(mu=915.067, sigma=73.178)",0,102284820,129585121,136984885,61437170,112896065
639906,639906,2,4,DOTA2 positive energy,DPE,1373624672,994.9357576949158,"trueskill.Rating(mu=1046.874, sigma=19.586)",0,103089999,130653472,89124756,102024536,112940846
680683,680683,36,32,Quantic|Gaming,Quantic,1380478840,1130.3350672775346,"trueskill.Rating(mu=1083.531, sigma=1.144)",0,88271237,96169991,16769223,74432222,85783343
94968,94968,52,67,_,_,1430520207,924.8731674197777,"trueskill.Rating(mu=1070.775, sigma=1.092)",109822425,109822425,91974231,92135031,183930512,61737559
655092,655092,1,1,ide Nobility Alliance,INA,1370672538,1000.2728008052202,"trueskill.Rating(mu=1093.991, sigma=45.267)",0,132105282,132066088,131963173,132107991,132054797
614130,614130,0,1,Team NewHope,NH,1370670008,984.1544837564712,"trueskill.Rating(mu=962.449, sigma=75.295)",0,102312131,79084560,101239422,100471531,105338676
665653,665653,0,1,PZone,PZone,1370673768,980.2474531654367,"trueskill.Rating(mu=900.216, sigma=66.127)",0,87278654,125863753,89245333,105458917,100512406
464684,464684,1,3,Nonreturn to Zero [LHH],NRZ,1373722878,969.0923281506256,"trueskill.Rating(mu=962.540, sigma=44.209)",0,89842080,103134243,53704603,101748107,128813512
471159,471159,0,2,Accel,Accel.,1402833494,968.7363067935221,"trueskill.Rating(mu=915.067, sigma=73.178)",0,87838562,54021891,103184246,116208021,96626090
188744,188744,2,5,Gam.DotA,Gam,1380997300,972.5073717491464,"trueskill.Rating(mu=980.836, sigma=37.785)",0,41818582,19195168,32322036,64048945,28434280
288587,288587,0,2,Outrage-gaming,Outrage,1370696148,970.9354648261444,"trueskill.Rating(mu=950.508, sigma=69.040)",0,113572035,91360231,86854099,47240869,86974625
553429,553429,0,1,HRSNgaming,HRSNgaming,1370884736,980.5618293363844,"trueskill.Rating(mu=900.408, sigma=66.421)",0,67561662,783485,33724253,91549091,19794197
321514,321514,0,1,Venom Gaming [A],KDV[A],1370884722,996.1106869568016,"trueskill.Rating(mu=966.245, sigma=76.996)",0,40125705,34805820,84133761,37883379,54998083
184343,184343,0,1,Team prOperty,prOp,1370890558,983.497880999558,"trueskill.Rating(mu=951.433, sigma=71.796)",0,18395705,18796045,78546372,38669700,3178106
409347,409347,1,1,Black East Organisation,Black,1371360633,1000.0339081301693,"trueskill.Rating(mu=1017.024, sigma=68.414)",0,100714631,43708377,74840032,44909244,90084345
508719,508719,0,1,Team Fight Maestros,T^F^M |,1371351970,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",0,86996399,106820497,113294061,101076798,118072386
